ticker,quarter,employer,status,visa,title,soc,wage_annual,wage_level,state,positions
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NJ,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Developer L3,Computer Programmers,76315,II,TX,4
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,106122,III,IA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst,Computer Systems Analysts,98925,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,94682,II,NJ,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Application Architect L1,Computer Systems Engineers/Architects,86400,II,MO,4
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Computer Systems Analysts,Computer Systems Analysts,98926,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Software Developer,Software Developers,109283,II,GA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,96200,II,TX,3
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,85030,II,NC,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Software Developers,130707,III,GA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,139443,II,CA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,77022,II,OH,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Mechanical Engineer,Mechanical Engineers,87901,II,KY,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,104062,III,CT,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,150405,III,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Management Analysts,162600,IV,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,181293,III,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,85488,II,VA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Computer Programmers,142000,IV,AZ,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Test Lead,Software Quality Assurance Analysts and Testers,150000,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,158974,IV,NY,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,92394,II,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,158974,IV,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Specialist- Business Analysis,Management Analysts,89419,II,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Managing Consultant-Advisory & Management L1,Computer Systems Analysts,126630,III,MA,3
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,77022,II,OH,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,102086,II,NJ,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Senior Consultant,Software Developers,134379,III,MN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,DU Head 1 (Client Specific),Information Technology Project Managers,144310,IV,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,94682,II,NJ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Advanced App Engineering Associate Manager,Computer Systems Analysts,140300,III,IL,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,92622,II,CA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Network Administrator,Network and Computer Systems Administrators,86965,II,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 3,Software Developers,134971,III,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,119933,III,TX,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Test Engineer,Software Quality Assurance Analysts and Testers,84000,II,TN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2 - Network and Desktop Support,Network and Computer Systems Administrators,84906,II,NJ,5
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Specialist,Computer Programmers,115600,II,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Principal - Functional,Computer Systems Analysts,141336,IV,TX,5
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Software Engineer,Computer Programmers,120000,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,User Interface Designer,Web and Digital Interface Designers,76003,II,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86445,II,GA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,81765,II,CT,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,79602,II,PA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94682,II,NJ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Manager,Computer Systems Analysts,182600,IV,NY,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,162000,IV,MI,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,92248,II,TX,6
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Information Technology Project Managers,171200,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr Mgr JC45-Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,129730,IV,FL,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Package Consultant,Computer Programmers,143789,III,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,139443,II,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Quality Engineering Associate Manager,Software Quality Assurance Analysts and Testers,121500,III,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,86341,III,OH,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,170000,III,WI,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Management Analysts,167400,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,107640,III,IL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Project Manager,Information Technology Project Managers,91874,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Lead,Computer Programmers,87591,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Specialist,Computer Systems Engineers/Architects,121640,II,WA,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,SOFTWARE PROGRAMMER II,Computer Programmers,130000,II,NY,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Database Architects,Database Architects,135907,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst “ Testing,Software Quality Assurance Analysts and Testers,72696,II,PA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Software Engineer 2,Software Developers,109845,II,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,90501,II,MA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,132000,III,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,116646,III,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Database Architects,Database Architects,135907,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst “ Testing,Software Quality Assurance Analysts and Testers,113277,II,CA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,79602,II,PA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,62837,II,TN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Digital Solution Specialist,Computer Systems Analysts,120141,III,TX,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Manager,Information Technology Project Managers,139443,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,90813,III,KY,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,104062,III,CT,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Technical Consultant,Software Developers,155000,II,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Project Analyst 2,Information Technology Project Managers,96676,II,IL,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Software Engineer 2,Software Developers,125000,II,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,119933,III,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Test Lead,Software Quality Assurance Analysts and Testers,107717,II,CA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Application Architect L1,Computer Systems Engineers/Architects,86400,II,TN,2
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,86653,II,NJ,1
EPAM,FY2025_Q4,EPAM Systems Inc.,Certified,H-1B,Lead Software Engineer,Software Developers,115000,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,94683,II,NY,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Security Delivery Manager,Management Analysts,179200,IV,VA,1
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Senior Specialist “ Business Analysis,Business Intelligence Analysts,110000,II,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Digital Solution Specialist,Computer Systems Analysts,138154,III,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,User Interface Designer,Web and Digital Interface Designers,60278,II,IN,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst - Testing,Software Quality Assurance Analysts and Testers,102086,II,NJ,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Application Architect,Software Developers,208995,IV,CT,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer System Analyst,Computer Systems Analysts,88318,II,KY,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86445,II,GA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developer,Software Developers,106476,II,CT,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,MDG Package Consultant,Software Developers,188113,IV,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86445,II,GA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,165000,II,CA,1
INFY,FY2025_Q4,"KI INFOSYSTEMS, LLC.",Certified,H-1B,ORACLE DATABASE ADMINISTRATOR,Database Administrators,78978,II,MO,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 2,Software Quality Assurance Analysts and Testers,131000,II,CO,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Developer,Computer Programmers,130000,II,GA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 3,Software Developers,134971,III,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Solution Architect L2,Computer Systems Engineers/Architects,120765,III,CA,2
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,92581,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,ServiceNow Developer,Software Developers,135120,II,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 2,Software Quality Assurance Analysts and Testers,130000,II,NJ,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Analyst,Computer Systems Analysts,120000,II,FL,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,97157,II,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 2,Software Developers,123000,II,PA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Lead,Computer Programmers,130000,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,142771,IV,PA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86403,II,CA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Delivery Assurance Director L1,Information Technology Project Managers,181293,III,CA,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,121278,III,GA,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,Management Analyst II,Management Analysts,84533,II,OH,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,92582,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Architect,Computer Systems Engineers/Architects,125424,II,DC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,94682,II,NY,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,76856,II,WI,2
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,101614,III,IN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Support Lead,Computer Systems Engineers/Architects,91002,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,113797,III,NC,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,76606,II,OH,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Enterprise Architect 3,Computer Systems Engineers/Architects,152000,III,NY,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Team Lead,Computer Programmers,62005,II,AZ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Programmer/ Developer 3,Computer Programmers,130000,III,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Solution Architect L1,Computer Systems Engineers/Architects,90210,II,MN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Support Lead,Computer Systems Engineers/Architects,110824,II,TX,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Technical Lead,Information Technology Project Managers,94682,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126547,IV,PA,1
LTIM,FY2025_Q4,LTIMINDTREE Limited,Certified,H-1B,Senior Specialist “ System Management,Computer Systems Engineers/Architects,111550,II,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94682,II,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Senior Technology Architect - US,Computer Systems Engineers/Architects,106538,III,MI,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,117582,III,DE,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,147576,IV,OR,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developers,Software Developers,105977,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Network Support Specialist,Computer Network Support Specialists,62588,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Program Manager,Information Technology Project Managers,126818,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118851,III,AZ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,139298,III,WA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Systems Analyst - III,Computer Systems Analysts,120141,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Technical Lead,Information Technology Project Managers,94682,II,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118456,III,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Analyst - Testing,Software Quality Assurance Analysts and Testers,81827,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,62941,II,TN,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Senior Advisory Data Scientist,Data Scientists,241973,IV,NY,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,94848,II,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Solution Architect 4,Software Developers,185000,IV,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Business Systems Analyst 2,Computer Systems Analysts,120000,II,MA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Developer L4,Computer Programmers,77418,II,TX,4
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 2,Software Developers,107500,II,VA,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified - Withdrawn,H-1B,Programmer Analyst,Computer Programmers,127000,II,NC,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified - Withdrawn,H-1B,Architect,Computer Systems Engineers/Architects,82846,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,99341,III,OH,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Software Developer,Software Developers,95202,II,IN,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Database Administrator,Database Administrators,86382,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,78749,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,77376,II,OH,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Software Engineer,Software Developers,130000,II,DE,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,ASIC Physical Design Engineer 2,"Electronics Engineers, Except Computer",156853,II,CA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analysts,Computer Systems Analysts,103918,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,99341,III,OH,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86403,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126339,IV,CT,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2- Web Admin,Web Administrators,62837,II,TN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,119038,IV,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Account Manager,Sales Engineers,104811,II,TX,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Analyst - Testing,Software Quality Assurance Analysts and Testers,91811,II,NJ,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Automation Lead L1,Computer Programmers,75046,II,NV,3
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Project Lead 1,Information Technology Project Managers,92581,II,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Consultant 2- Database Admin,Database Administrators,73965,II,IL,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Project Manager L1,Information Technology Project Managers,86400,II,FL,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,77418,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,84178,II,CT,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Managers,Information Technology Project Managers,94953,II,NC,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,DATA ENGINEER (INFORMATICA),Software Developers,134971,III,TX,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Applications Consultant 2,Software Developers,88941,II,SC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,170000,IV,GA,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,Systems Analyst,Computer Systems Analysts,79789,II,NY,1
CNXC,FY2025_Q4,Concentrix CVG Customer Management Group Inc.,Certified,H-1B,Software Engineer,Software Developers,149240,II,WA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,81765,II,CT,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,ANALYST - INFORMATION SECURITY,Information Security Analysts,74963,II,IN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,AD JC40 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,140795,IV,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Specialist,Computer Systems Engineers/Architects,100207,II,FL,1
INFY,FY2025_Q4,Bean Infosystems LLC,Certified,H-1B,Software Developer,Software Developers,90896,I,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,77501,II,MI,1
